Position;Track_Name;Artist;Streams;Date
33;Η. Gova;Damso;57809;2017-05-18
34;Be Mine;Ofenbach;57762;2017-05-18
35;Λ. Lové;Damso;56466;2017-05-18
36;Slide;Calvin Harris;53757;2017-05-18
37;Run Up (feat. PARTYNEXTDOOR & Nicki Minaj);Major Lazer;53647;2017-05-18
38;It Won't Kill Ya;The Chainsmokers;52211;2017-05-18
39;Comme si;SCH;51931;2017-05-18
40;There's Nothing Holdin' Me Back;Shawn Mendes;51034;2017-05-18
41;Brothers;Rilès;50581;2017-05-18
42;Skin;Rag'n'Bone Man;49286;2017-05-18
43;Bené;PNL;48907;2017-05-18
44;Je ne me vois pas briller;Jul;48752;2017-05-18
45;Ι. Peur d'être père;Damso;48592;2017-05-18
46;Down;Marian Hill;47810;2017-05-18
47;Million Eyes;Loïc Nottet;47429;2017-05-18
48;No Lie;Sean Paul;47325;2017-05-18
49;Galway Girl;Ed Sheeran;47272;2017-05-18
50;Gramme 2 peuf;Hornet La Frappe;46553;2017-05-18
51;Bad Liar;Selena Gomez;45787;2017-05-18
52;That's What I Like;Bruno Mars;45117;2017-05-18
53;Good Life (with G-Eazy & Kehlani);G-Eazy;44952;2017-05-18
54;Cold;Maroon 5;44403;2017-05-18
55;Sign of the Times;Harry Styles;44280;2017-05-18
56;Bon Appétit;Katy Perry;43870;2017-05-18
57;Never Give Up;Sia;43780;2017-05-18
58;Believer;Imagine Dragons;43172;2017-05-18
59;Tuesday;Burak Yeter;42232;2017-05-18
60;Μ. Noob Saibot;Damso;41443;2017-05-18
61;Poupée russe;SCH;41295;2017-05-18
62;Way Down We Go;Kaleo;41151;2017-05-18
63;Back For More (feat. Daecolm);Feder;40874;2017-05-18
64;Sunset Lover;Petit Biscuit;40543;2017-05-18
65;B.O.C;Niska;40201;2017-05-18
66;Afro Trap Pt. 8 (Never);MHD;39688;2017-05-18
67;Marion Maréchal;Sofiane;39473;2017-05-18
68;Chasse à l'homme;Niska;39463;2017-05-18
69;Ξ. Une âme pour deux;Damso;39298;2017-05-18
70;The Cure;Lady Gaga;39034;2017-05-18
71;Hear Me Now;Alok;38896;2017-05-18
72;Unforgettable;French Montana;38394;2017-05-18
73;Oh bah oui;Lacrim;38103;2017-05-18
74;Ouloulou;Dabs;38053;2017-05-18
75;Onizuka;PNL;36816;2017-05-18
76;Thunder;Imagine Dragons;36713;2017-05-18
77;"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""";ZAYN;36361;2017-05-18
78;Poto;Sofiane;36118;2017-05-18
79;Le cercle;Sofiane;36073;2017-05-18
80;I Feel So Bad;Kungs;35856;2017-05-18
81;Feu d'artifice;Alonzo;35791;2017-05-18
82;Your Mind (feat. Kristen Marie);HEDIA;35173;2017-05-18
83;Selfish;Future;34819;2017-05-18
84;Places;Martin Solveig;34278;2017-05-18
85;Whatever It Takes;Imagine Dragons;33971;2017-05-18
86;Malibu;Miley Cyrus;33943;2017-05-18
87;September Song;JP Cooper;33897;2017-05-18
88;J'suis dans l'baye;Niska;33803;2017-05-18
89;Grande armée;Lacrim;33260;2017-05-18
90;Thank God;Rilès;32387;2017-05-18
91;La dolce vita;Lacrim;31856;2017-05-18
92;Nino Brown;SCH;31789;2017-05-18
93;Rockabye (feat. Sean Paul & Anne-Marie);Clean Bandit;31189;2017-05-18
94;Je m'en vais;Vianney;30698;2017-05-18
95;Genie (feat. Mayer Hawthorne) - Radio Edit;Busy P;30265;2017-05-18
96;Rollin;Calvin Harris;29867;2017-05-18
97;Pégase;Sofiane;29858;2017-05-18
98;Roro;Ninho;29641;2017-05-18
99;DNA.;Kendrick Lamar;29464;2017-05-18
100;Issues;Julia Michaels;29258;2017-05-18
101;Déstabilisé;Djadja & Dinaz;29091;2017-05-18
102;Love Gun - Radio Edit;Tess;29061;2017-05-18
103;Infréquentables;Dosseh;28885;2017-05-18
104;Roule;Soprano;28583;2017-05-18
105;J'attends;SCH;28539;2017-05-18
106;MAC 11;SCH;28391;2017-05-18
107;Human;Rag'n'Bone Man;28212;2017-05-18
108;Mauvaise graine;Nekfeu;28140;2017-05-18
109;Sexual;NEIKED;27945;2017-05-18
110;Paris c'est loin;Damso;27844;2017-05-18
111;First Time;Kygo;27707;2017-05-18
112;Afro Trap Pt. 7 (La puissance);MHD;27697;2017-05-18
113;One Dance;Drake;27683;2017-05-18
114;I Do It;Rilès;27674;2017-05-18
115;SUBEME LA RADIO;Enrique Iglesias;27458;2017-05-18
116;Vitrine;Vald;27294;2017-05-18
117;Reine;Dadju;27290;2017-05-18
118;Tchoin;Kaaris;27048;2017-05-18
119;Let Me Love You;DJ Snake;26656;2017-05-18
120;Green Light;Lorde;26506;2017-05-18
121;Marabout;Maître Gims;26231;2017-05-18
122;Naha;PNL;25565;2017-05-18
123;100 rêves;DTF;24990;2017-05-18
124;I Got You;Bebe Rexha;24882;2017-05-18
125;C'est la même;Djadja & Dinaz;24578;2017-05-18
126;Saturne;Nekfeu;24523;2017-05-18
127;Aloha;Møme;24285;2017-05-18
128;Chantaje;Shakira;23810;2017-05-18
129;6.45i;SCH;23452;2017-05-18
130;Pour walou;Scridge;23431;2017-05-18
131;J’écris;Alonzo;23323;2017-05-18
132;Paris;The Chainsmokers;23294;2017-05-18
133;Vampire;MAI LAN;23050;2017-05-18
134;Pretty Girl - Cheat Codes X CADE Remix;Maggie Lindemann;23022;2017-05-18
135;Amnésie;Damso;22959;2017-05-18
136;Bazardée;KeBlack;22638;2017-05-18
137;Double h;Hornet La Frappe;22412;2017-05-18
138;DKR;Booba;22284;2017-05-18
139;Say You Won't Let Go;James Arthur;22024;2017-05-18
140;Pochon bleu;Naps;21822;2017-05-18
141;Dis-leur;Sofiane;21789;2017-05-18
142;Chained To The Rhythm;Katy Perry;21738;2017-05-18
143;Parti de rien;Sofiane;21641;2017-05-18
144;I Took A Pill In Ibiza - Seeb Remix;Mike Posner;21582;2017-05-18
145;Dis-moi que tu m'aimes;Ninho;21518;2017-05-18
146;Petit prince;Sadek;21464;2017-05-18
147;Squa;Nekfeu;21295;2017-05-18
148;"Bom Bidi Bom - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""";Nick Jonas;20904;2017-05-18
149;Bad and Boujee (feat. Lil Uzi Vert);Migos;20886;2017-05-18
150;Grand Paris;Medine;20876;2017-05-18
151;Dans la légende;PNL;20716;2017-05-18
152;Now Or Never;Halsey;20710;2017-05-18
153;Igo;Hornet La Frappe;20622;2017-05-18
154;XO TOUR Llif3;Lil Uzi Vert;20546;2017-05-18
155;Traîtres;Lacrim;20419;2017-05-18
156;Cheap Thrills;Sia;20413;2017-05-18
157;DA;PNL;20342;2017-05-18
158;The Night We Met;Lord Huron;20286;2017-05-18
159;Cellophané;Rim'K;20283;2017-05-18
160;Enterrez-les;Kalash Criminel;20254;2017-05-18
161;Skywalker;S.Pri Noir;20198;2017-05-18
162;Les années de plomb;SCH;20123;2017-05-18
163;Arrêt du cœur;Kalash Criminel;20102;2017-05-18
164;Pop Corn;Boostee;19913;2017-05-18
165;No Promises (feat. Demi Lovato);Cheat Codes;19832;2017-05-18
166;Allez leur dire;SCH;19672;2017-05-18
167;Cordelette;Sofiane;19391;2017-05-18
168;My Way;Calvin Harris;19341;2017-05-18
169;Dans la lune;Sadek;19282;2017-05-18
170;La bise (feat. Brulux);Sadek;19231;2017-05-18
171;Pas la paix;SCH;19089;2017-05-18
172;Day Date;SCH;19009;2017-05-18
173;Moi aimer Toi;Vianney;18826;2017-05-18
174;1-800-273-8255;Logic;18798;2017-05-18
175;Bandit saleté;Sofiane;18679;2017-05-18
176;Heal Tomorrow;Naïve New Beaters;18654;2017-05-18
177;Loin - Pilule Violette;Maître Gims;18468;2017-05-18
178;Andale (feat. Gradur);Sadek;18416;2017-05-18
179;Mélanger;Kalash Criminel;18412;2017-05-18
180;Solo Dance;Martin Jensen;18386;2017-05-18
181;Ride;Twenty One Pilots;18314;2017-05-18
182;Skurt Cobain;Sneazzy;18234;2017-05-18
183;Light It Up (feat. Nyla & Fuse ODG) - Remix;Major Lazer;18102;2017-05-18
184;Ca va;SCH;18052;2017-05-18
185;Jusqu'au dernier gramme;PNL;17987;2017-05-18
186;Slow Hands;Niall Horan;17903;2017-05-18
187;Castle on the Hill;Ed Sheeran;17859;2017-05-18
188;Starboy;The Weeknd;17812;2017-05-18
189;Bois d'argent;Sofiane;17694;2017-05-18
190;X;Sofiane;17668;2017-05-18
191;Le bruit des blocks;Sofiane;17632;2017-05-18
192;Capsize;FRENSHIP;17475;2017-05-18
193;Let It Go;James Bay;17369;2017-05-18
194;Tristi;Lacrim;17351;2017-05-18
195;Don't Wanna Know;Maroon 5;17041;2017-05-18
196;Oblah;Gradur;16962;2017-05-18
197;This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners;Kungs;16961;2017-05-18
198;Work from Home;Fifth Harmony;16931;2017-05-18
199;Folie arcadienne;Arcadian;16729;2017-05-18
200;Lean On (feat. MØ & DJ Snake);Major Lazer;16608;2017-05-18
1;Θ. Macarena;Damso;190198;2017-05-19
2;Space Jam;Mister V;188213;2017-05-19
3;Top album;Mister V;163873;2017-05-19
4;Petit déjeuner;Mister V;146324;2017-05-19
5;Shape of You;Ed Sheeran;145532;2017-05-19
6;Despacito - Remix;Luis Fonsi;138961;2017-05-19
7;Venice;Mister V;138073;2017-05-19
8;Deutsche Qualität;Mister V;131013;2017-05-19
9;Apollo13;Mister V;119713;2017-05-19
10;Demain;Mister V;116831;2017-05-19
11;Α. Nwaar Is The New Black;Damso;114242;2017-05-19
12;Gville;Mister V;113184;2017-05-19
13;Mask Off;Future;113049;2017-05-19
14;Γ. Mosaïque solitaire;Damso;110791;2017-05-19
15;Nightcall;Mister V;109914;2017-05-19
16;I'm the One;DJ Khaled;105794;2017-05-19
17;Thérapie;Mister V;104756;2017-05-19
18;Bulletproof;Mister V;103869;2017-05-19
19;Ε. Signaler;Damso;100711;2017-05-19
20;Despacito (Featuring Daddy Yankee);Luis Fonsi;94891;2017-05-19
21;Mon p'tit loup;Sofiane;94706;2017-05-19
22;Cendrillon;Mister V;94301;2017-05-19
23;B. #QuedusaalVie;Damso;92471;2017-05-19
24;Chocolat (feat. Awa);Lartiste;86496;2017-05-19
25;Bonobo (Bonus Track);Mister V;85721;2017-05-19
26;It Ain't Me (with Selena Gomez);Kygo;82787;2017-05-19
27;N. J Respect R;Damso;81162;2017-05-19
28;Swalla (feat. Nicki Minaj & Ty Dolla $ign);Jason Derulo;80905;2017-05-19
29;Call On Me - Ryan Riback Extended Remix;Starley;78528;2017-05-19
30;Ζ. Kietu;Damso;76108;2017-05-19
31;You Don't Know Me - Radio Edit;Jax Jones;75422;2017-05-19
32;Symphony (feat. Zara Larsson);Clean Bandit;75258;2017-05-19
33;Toka;Sofiane;71457;2017-05-19
34;Stay (with Alessia Cara);Zedd;70618;2017-05-19
35;I Feel It Coming;The Weeknd;68479;2017-05-19
36;Passionfruit;Drake;68274;2017-05-19
37;Attention;Charlie Puth;67700;2017-05-19
38;Δ. Dieu ne ment jamais;Damso;67479;2017-05-19
39;Ghetto;Benash;66059;2017-05-19
40;Be Mine;Ofenbach;65984;2017-05-19
41;HUMBLE.;Kendrick Lamar;65940;2017-05-19
42;Scared to Be Lonely;Martin Garrix;64553;2017-05-19
43;Run Up (feat. PARTYNEXTDOOR & Nicki Minaj);Major Lazer;63947;2017-05-19
44;Κ. Kin la belle;Damso;63762;2017-05-19
45;Something Just Like This;The Chainsmokers;63711;2017-05-19
46;Tout l'monde s'en fout;Sofiane;62966;2017-05-19
47;Slide;Calvin Harris;59871;2017-05-19
48;Η. Gova;Damso;58032;2017-05-19
49;No Lie;Sean Paul;57722;2017-05-19
50;Λ. Lové;Damso;57264;2017-05-19
51;It Won't Kill Ya;The Chainsmokers;56564;2017-05-19
52;Brothers;Rilès;54339;2017-05-19
53;Bad Liar;Selena Gomez;54009;2017-05-19
54;Bené;PNL;53384;2017-05-19
55;Je ne comprends pas;Kalash Criminel;52908;2017-05-19
56;Skin;Rag'n'Bone Man;52809;2017-05-19
57;There's Nothing Holdin' Me Back;Shawn Mendes;52612;2017-05-19
58;Galway Girl;Ed Sheeran;52514;2017-05-19
59;Million Eyes;Loïc Nottet;52499;2017-05-19
60;Comme si;SCH;52342;2017-05-19
61;Je ne me vois pas briller;Jul;51407;2017-05-19
62;Gramme 2 peuf;Hornet La Frappe;50580;2017-05-19
63;Never Give Up;Sia;50082;2017-05-19
64;That's What I Like;Bruno Mars;49469;2017-05-19
65;Ι. Peur d'être père;Damso;48638;2017-05-19
66;Tuesday;Burak Yeter;48229;2017-05-19
67;Avant de partir;DTF;48085;2017-05-19
68;Cold;Maroon 5;48074;2017-05-19
69;Good Life (with G-Eazy & Kehlani);G-Eazy;47279;2017-05-19
70;Thunder;Imagine Dragons;46641;2017-05-19
71;100 rêves;DTF;45267;2017-05-19
72;B.O.C;Niska;44787;2017-05-19
73;Hear Me Now;Alok;44657;2017-05-19
74;Down;Marian Hill;44474;2017-05-19
75;Way Down We Go;Kaleo;44184;2017-05-19
76;Chasse à l'homme;Niska;43936;2017-05-19
77;Bon Appétit;Katy Perry;43913;2017-05-19
78;Sunset Lover;Petit Biscuit;43844;2017-05-19
79;Afro Trap Pt. 8 (Never);MHD;43704;2017-05-19
80;Rollin;Calvin Harris;43326;2017-05-19
81;Enterrez-les;Kalash Criminel;42245;2017-05-19
82;Ouloulou;Dabs;41788;2017-05-19
83;Μ. Noob Saibot;Damso;41736;2017-05-19
84;I Feel So Bad;Kungs;40942;2017-05-19
85;Poupée russe;SCH;40725;2017-05-19
86;Your Mind (feat. Kristen Marie);HEDIA;40574;2017-05-19
87;Ξ. Une âme pour deux;Damso;40531;2017-05-19
88;Feu d'artifice;Alonzo;40299;2017-05-19
89;"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""";ZAYN;39733;2017-05-19
90;Unforgettable;French Montana;39502;2017-05-19
91;Mélanger;Kalash Criminel;39493;2017-05-19
92;Oh bah oui;Lacrim;39301;2017-05-19
93;Places;Martin Solveig;39043;2017-05-19
94;Polnareff;Kalash Criminel;39020;2017-05-19
95;Back For More (feat. Daecolm);Feder;38771;2017-05-19
96;Onizuka;PNL;38412;2017-05-19
97;The Cure;Lady Gaga;38080;2017-05-19
98;J'suis dans l'baye;Niska;37371;2017-05-19
99;Marion Maréchal;Sofiane;36796;2017-05-19
100;September Song;JP Cooper;36668;2017-05-19
101;Believer;Imagine Dragons;36600;2017-05-19
102;Selfish;Future;36545;2017-05-19
103;Thank God;Rilès;36419;2017-05-19
104;Whatever It Takes;Imagine Dragons;36240;2017-05-19
105;Sign of the Times;Harry Styles;36041;2017-05-19
106;Guedro - Remix;Kalash Criminel;34870;2017-05-19
107;Le cercle;Sofiane;34720;2017-05-19
108;Grande armée;Lacrim;34675;2017-05-19
109;Bénéfice;Kalash Criminel;34270;2017-05-19
110;Rockabye (feat. Sean Paul & Anne-Marie);Clean Bandit;33831;2017-05-19
111;La dolce vita;Lacrim;33749;2017-05-19
112;Poto;Sofiane;33296;2017-05-19
113;Allô le monde;DTF;33218;2017-05-19
114;Genie (feat. Mayer Hawthorne) - Radio Edit;Busy P;32836;2017-05-19
115;Sexual;NEIKED;32656;2017-05-19
116;Love Gun - Radio Edit;Tess;32594;2017-05-19
117;Comme un fou;DTF;32589;2017-05-19
118;Shottas;Kalash Criminel;32543;2017-05-19
119;One Dance;Drake;32328;2017-05-19
120;Nada;Kalash Criminel;32127;2017-05-19
121;Euphorie;Kalash Criminel;31531;2017-05-19
122;Je m'en vais;Vianney;31394;2017-05-19
123;SUBEME LA RADIO;Enrique Iglesias;31367;2017-05-19
124;DNA.;Kendrick Lamar;31338;2017-05-19
125;Afro Trap Pt. 7 (La puissance);MHD;31229;2017-05-19
126;Nino Brown;SCH;31191;2017-05-19
127;Reine;Dadju;31172;2017-05-19
128;I Do It;Rilès;31150;2017-05-19
129;Green Light;Lorde;30974;2017-05-19
130;Malibu;Miley Cyrus;30889;2017-05-19
131;Roule;Soprano;30862;2017-05-19
132;Tchoin;Kaaris;30709;2017-05-19
133;Piano sombre;Kalash Criminel;30647;2017-05-19
134;Déstabilisé;Djadja & Dinaz;30365;2017-05-19
135;Marabout;Maître Gims;30309;2017-05-19
136;Human;Rag'n'Bone Man;30289;2017-05-19
137;Infréquentables;Dosseh;30156;2017-05-19
138;Roro;Ninho;30140;2017-05-19
139;Paris c'est loin;Damso;30019;2017-05-19
140;Hood;Kalash Criminel;29939;2017-05-19
141;Dans mon nuage;DTF;29698;2017-05-19
142;Vitrine;Vald;29639;2017-05-19
143;Mauvaise graine;Nekfeu;29438;2017-05-19
144;Le ciel est la limite;DTF;28889;2017-05-19
145;Pochon bleu;Naps;28877;2017-05-19
146;Aloha;Møme;28833;2017-05-19
147;Pégase;Sofiane;28323;2017-05-19
148;MAC 11;SCH;28194;2017-05-19
149;Cheap Thrills;Sia;28084;2017-05-19
150;Vampire;MAI LAN;28075;2017-05-19
151;J'attends;SCH;27941;2017-05-19
152;I Got You;Bebe Rexha;27745;2017-05-19
153;Naha;PNL;27223;2017-05-19
154;Let Me Love You;DJ Snake;27136;2017-05-19
155;Issues;Julia Michaels;27070;2017-05-19
156;J'abuse;DTF;26841;2017-05-19
157;Bazardée;KeBlack;26359;2017-05-19
158;T'es mort;Kalash Criminel;26141;2017-05-19
159;First Time;Kygo;26135;2017-05-19
160;La Vida;DTF;25944;2017-05-19
161;Chantaje;Shakira;25941;2017-05-19
162;Saturne;Nekfeu;25925;2017-05-19
163;C'est la même;Djadja & Dinaz;25541;2017-05-19
164;Dig Down;Muse;25539;2017-05-19
165;Ce genre de mec;Kalash Criminel;25495;2017-05-19
166;Pour walou;Scridge;25199;2017-05-19
167;Strip That Down;Liam Payne;25115;2017-05-19
168;J’écris;Alonzo;25042;2017-05-19
169;Elle a;DTF;24984;2017-05-19
170;DKR;Booba;24943;2017-05-19
171;Swish Swish;Katy Perry;24598;2017-05-19
172;Paris;The Chainsmokers;24311;2017-05-19
173;"Bom Bidi Bom - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""";Nick Jonas;24128;2017-05-19
174;I Took A Pill In Ibiza - Seeb Remix;Mike Posner;24071;2017-05-19
175;Amnésie;Damso;23870;2017-05-19
176;6.45i;SCH;23469;2017-05-19
177;Coco Cuba;DTF;23328;2017-05-19
178;Tchernobyl;Glove;23244;2017-05-19
179;Hall Star;DTF;23100;2017-05-19
180;Petit prince;Sadek;23061;2017-05-19
181;Bad and Boujee (feat. Lil Uzi Vert);Migos;22857;2017-05-19
182;Squa;Nekfeu;22826;2017-05-19
183;Double h;Hornet La Frappe;22810;2017-05-19
184;Arrêt du cœur;Kalash Criminel;22643;2017-05-19
185;Chained To The Rhythm;Katy Perry;22563;2017-05-19
186;Cellophané;Rim'K;22462;2017-05-19
187;On My Own;Marina Kaye;22375;2017-05-19
188;DA;PNL;21922;2017-05-19
189;Grand Paris;Medine;21884;2017-05-19
190;Dans la légende;PNL;21817;2017-05-19
191;Traîtres;Lacrim;21810;2017-05-19
192;Dis-moi que tu m'aimes;Ninho;21742;2017-05-19
193;La bise (feat. Brulux);Sadek;21645;2017-05-19
194;Pop Corn;Boostee;21468;2017-05-19
195;Skywalker;S.Pri Noir;21335;2017-05-19
196;Crying in the Club;Camila Cabello;21262;2017-05-19
197;Say You Won't Let Go;James Arthur;21237;2017-05-19
198;XO TOUR Llif3;Lil Uzi Vert;21132;2017-05-19
199;White Tiger - Single Version;Izzy Bizu;21050;2017-05-19
200;La dernière;DTF;20833;2017-05-19
1;Θ. Macarena;Damso;185572;2017-05-20
2;Shape of You;Ed Sheeran;169013;2017-05-20
3;Despacito - Remix;Luis Fonsi;159546;2017-05-20
4;Space Jam;Mister V;136555;2017-05-20
5;Top album;Mister V;126600;2017-05-20
6;Mask Off;Future;122658;2017-05-20
7;I'm the One;DJ Khaled;117703;2017-05-20
8;Α. Nwaar Is The New Black;Damso;108261;2017-05-20
9;Γ. Mosaïque solitaire;Damso;103768;2017-05-20
10;Despacito (Featuring Daddy Yankee);Luis Fonsi;100421;2017-05-20
11;Chocolat (feat. Awa);Lartiste;98365;2017-05-20
12;Ε. Signaler;Damso;97887;2017-05-20
13;Mon p'tit loup;Sofiane;93661;2017-05-20
14;Petit déjeuner;Mister V;93261;2017-05-20
15;Swalla (feat. Nicki Minaj & Ty Dolla $ign);Jason Derulo;92398;2017-05-20
16;Symphony (feat. Zara Larsson);Clean Bandit;90984;2017-05-20
17;Call On Me - Ryan Riback Extended Remix;Starley;90919;2017-05-20
18;It Ain't Me (with Selena Gomez);Kygo;89875;2017-05-20
19;You Don't Know Me - Radio Edit;Jax Jones;88030;2017-05-20
20;B. #QuedusaalVie;Damso;87565;2017-05-20
21;Venice;Mister V;83914;2017-05-20
22;Be Mine;Ofenbach;83482;2017-05-20
23;Run Up (feat. PARTYNEXTDOOR & Nicki Minaj);Major Lazer;81488;2017-05-20
24;Deutsche Qualität;Mister V;79835;2017-05-20
25;Apollo13;Mister V;79347;2017-05-20
26;Stay (with Alessia Cara);Zedd;79170;2017-05-20
27;N. J Respect R;Damso;77708;2017-05-20
28;I Feel It Coming;The Weeknd;77017;2017-05-20
29;Passionfruit;Drake;76685;2017-05-20
30;Attention;Charlie Puth;76406;2017-05-20
31;No Lie;Sean Paul;75156;2017-05-20
32;Gville;Mister V;74159;2017-05-20
33;Scared to Be Lonely;Martin Garrix;73622;2017-05-20
34;Something Just Like This;The Chainsmokers;73371;2017-05-20
35;Ζ. Kietu;Damso;72096;2017-05-20
36;Demain;Mister V;71180;2017-05-20
37;Toka;Sofiane;69802;2017-05-20
38;Slide;Calvin Harris;69606;2017-05-20
39;Ghetto;Benash;67259;2017-05-20
40;It Won't Kill Ya;The Chainsmokers;66885;2017-05-20
41;HUMBLE.;Kendrick Lamar;66437;2017-05-20
42;Thérapie;Mister V;66182;2017-05-20
43;Bulletproof;Mister V;65586;2017-05-20
44;Nightcall;Mister V;64955;2017-05-20
45;Δ. Dieu ne ment jamais;Damso;64046;2017-05-20
46;Κ. Kin la belle;Damso;61672;2017-05-20
47;Tout l'monde s'en fout;Sofiane;61368;2017-05-20
48;Skin;Rag'n'Bone Man;61142;2017-05-20
49;Cendrillon;Mister V;59517;2017-05-20
50;Million Eyes;Loïc Nottet;58973;2017-05-20
51;Never Give Up;Sia;57676;2017-05-20
52;Galway Girl;Ed Sheeran;57314;2017-05-20
53;Tuesday;Burak Yeter;57133;2017-05-20
54;There's Nothing Holdin' Me Back;Shawn Mendes;56269;2017-05-20
55;Bené;PNL;56182;2017-05-20
56;That's What I Like;Bruno Mars;55564;2017-05-20
57;Brothers;Rilès;55323;2017-05-20
58;Λ. Lové;Damso;55149;2017-05-20
59;Η. Gova;Damso;54770;2017-05-20
60;Hear Me Now;Alok;54294;2017-05-20
61;Good Life (with G-Eazy & Kehlani);G-Eazy;53811;2017-05-20
62;Cold;Maroon 5;53417;2017-05-20
63;Your Mind (feat. Kristen Marie);HEDIA;52864;2017-05-20
64;Bonobo (Bonus Track);Mister V;52733;2017-05-20
65;Gramme 2 peuf;Hornet La Frappe;52107;2017-05-20
66;I Feel So Bad;Kungs;50740;2017-05-20
67;Thunder;Imagine Dragons;49318;2017-05-20
68;Sunset Lover;Petit Biscuit;49253;2017-05-20
69;Comme si;SCH;48836;2017-05-20
70;Bon Appétit;Katy Perry;48598;2017-05-20
71;Je ne me vois pas briller;Jul;48279;2017-05-20
72;Afro Trap Pt. 8 (Never);MHD;47399;2017-05-20
73;Places;Martin Solveig;46733;2017-05-20
74;Way Down We Go;Kaleo;46668;2017-05-20
75;B.O.C;Niska;46353;2017-05-20
76;Ι. Peur d'être père;Damso;46193;2017-05-20
77;Je ne comprends pas;Kalash Criminel;46049;2017-05-20
78;Down;Marian Hill;44148;2017-05-20
79;100 rêves;DTF;43895;2017-05-20
80;Chasse à l'homme;Niska;43600;2017-05-20
81;Rollin;Calvin Harris;43413;2017-05-20
82;Ouloulou;Dabs;42899;2017-05-20
83;Back For More (feat. Daecolm);Feder;42699;2017-05-20
84;"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""";ZAYN;42154;2017-05-20
85;Selfish;Future;41251;2017-05-20
86;Feu d'artifice;Alonzo;41184;2017-05-20
87;Unforgettable;French Montana;40837;2017-05-20
88;The Cure;Lady Gaga;40602;2017-05-20
89;September Song;JP Cooper;40242;2017-05-20
90;Sexual;NEIKED;40091;2017-05-20
91;Bad Liar;Selena Gomez;40038;2017-05-20
92;Μ. Noob Saibot;Damso;39811;2017-05-20
93;Genie (feat. Mayer Hawthorne) - Radio Edit;Busy P;39801;2017-05-20
94;Mélanger;Kalash Criminel;39793;2017-05-20
95;Avant de partir;DTF;39501;2017-05-20
96;One Dance;Drake;39392;2017-05-20
97;Onizuka;PNL;38876;2017-05-20
98;Whatever It Takes;Imagine Dragons;38527;2017-05-20
99;Enterrez-les;Kalash Criminel;38516;2017-05-20
100;Oh bah oui;Lacrim;38097;2017-05-20
101;Rockabye (feat. Sean Paul & Anne-Marie);Clean Bandit;38025;2017-05-20
102;Ξ. Une âme pour deux;Damso;37943;2017-05-20
103;Thank God;Rilès;37791;2017-05-20
104;Poupée russe;SCH;37325;2017-05-20
105;J'suis dans l'baye;Niska;37163;2017-05-20
106;Green Light;Lorde;35971;2017-05-20
107;Sign of the Times;Harry Styles;35558;2017-05-20
108;Love Gun - Radio Edit;Tess;35547;2017-05-20
109;Afro Trap Pt. 7 (La puissance);MHD;35419;2017-05-20
110;Aloha;Møme;35259;2017-05-20
111;Believer;Imagine Dragons;34655;2017-05-20
112;Grande armée;Lacrim;34382;2017-05-20
113;Roule;Soprano;34374;2017-05-20
114;Cheap Thrills;Sia;34109;2017-05-20
115;Vampire;MAI LAN;33999;2017-05-20
116;SUBEME LA RADIO;Enrique Iglesias;33781;2017-05-20
117;Je m'en vais;Vianney;33777;2017-05-20
118;Tchoin;Kaaris;33572;2017-05-20
119;La dolce vita;Lacrim;33149;2017-05-20
120;Marion Maréchal;Sofiane;32611;2017-05-20
